SEVERITYCODE,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,cluster_id,WEATHER_Other_Dangerous,WEATHER_Overcast,WEATHER_Raining,WEATHER_Snowing,WEATHER_Unknown,LIGHTCOND_Dark,LIGHTCOND_Dawn,LIGHTCOND_Dusk,LIGHTCOND_Unknown,ROADCOND_Other_Dangerous,ROADCOND_Unknown,ROADCOND_Wet,ADDRTYPE_Intersection
1,1,2,0,16,156,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,1,10,280,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,5,4,9,142,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,4,9,229,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,6,9,381,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,3,12,461,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,2,3,488,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,4,2,19,463,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,3,3,14,275,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,4,2,20,486,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,4,6,16,44,0,1,0,0,0,1,0,0,0,0,1,0,0
2,1,1,3,14,176,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,2,0,17,14,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,2,3,8,466,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,1,8,420,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,3,7,388,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,2,1,11,411,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,3,6,18,394,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,4,5,10,183,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,3,4,17,374,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,3,4,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,4,2,9,490,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,4,3,13,214,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,4,15,175,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,5,17,258,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,2,1,12,110,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,2,22,207,0,1,0,0,0,1,0,0,0,0,0,0,1
2,1,3,4,17,59,0,1,0,0,0,0,0,1,0,0,0,1,1
2,1,4,4,12,142,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,3,2,14,226,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,4,3,7,48,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,3,1,9,43,0,0,0,1,0,0,0,0,0,0,0,1,1
1,1,4,3,7,351,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,3,2,7,215,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,4,11,52,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,6,12,50,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,3,17,164,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,2,3,6,394,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1,4,3,22,90,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,3,4,10,393,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,2,6,2,226,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,4,0,15,489,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,18,7,0,1,0,0,0,1,0,0,0,0,0,0,1
2,1,4,0,20,94,0,1,0,0,0,1,0,0,0,0,0,0,1
2,1,2,4,16,88,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,4,2,18,411,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,2,1,15,166,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,3,3,9,274,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,2,0,463,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,3,5,13,20,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,3,1,15,94,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,4,2,15,388,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,2,17,183,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3,0,9,220,0,0,0,1,0,0,0,0,0,0,0,1,1
1,1,4,6,19,333,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,7,453,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,5,0,1,230,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,4,1,9,307,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,3,3,17,300,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,4,1,15,192,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,1,11,438,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,12,371,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,0,10,422,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,2,15,95,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,6,16,75,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,4,3,8,155,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,3,8,143,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,6,0,303,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,2,5,16,475,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,2,5,19,358,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,5,19,203,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,2,3,15,43,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,4,3,22,421,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,1,6,137,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,3,1,2,120,0,0,0,1,0,1,0,0,0,1,0,0,0
2,1,4,4,6,48,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,2,3,405,0,0,0,0,0,1,0,0,0,0,0,1,1
2,1,3,4,9,441,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,16,70,1,0,0,0,0,0,0,1,0,0,1,0,0
2,1,3,3,17,369,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,4,3,17,425,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,3,4,15,89,0,1,0,0,0,0,0,0,0,0,0,1,1
2,1,1,3,18,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,2,0,10,62,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,6,18,404,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,4,5,12,293,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,1,10,148,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,4,1,7,300,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,4,9,142,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,4,8,138,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,2,6,18,52,0,1,0,0,0,1,0,0,0,0,0,0,1
2,1,1,3,16,440,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,3,19,457,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,0,5,469,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,4,3,18,23,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,1,10,466,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,5,10,412,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,4,1,16,231,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,4,22,165,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,4,14,441,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,5,4,7,377,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,4,16,164,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,5,18,55,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,2,5,7,137,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,3,2,6,44,1,0,0,0,0,0,1,0,0,0,0,1,1
1,1,4,0,14,327,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,4,1,4,493,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,0,10,81,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,4,4,9,69,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,3,6,19,348,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,1,4,18,146,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,4,3,17,168,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,2,3,17,429,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,3,3,12,330,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,3,1,410,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,2,3,12,174,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,5,23,200,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,2,3,9,307,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,2,17,473,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,2,3,12,287,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,0,14,457,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,5,4,384,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,4,17,434,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,0,3,134,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,1,5,22,142,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,3,4,19,336,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,10,318,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,4,2,0,91,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,4,6,95,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,2,3,14,496,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,4,1,22,46,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,3,5,10,330,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,17,87,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,3,5,7,128,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,4,3,17,486,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,1,15,303,0,0,1,0,0,0,0,1,0,0,0,1,0
2,1,3,6,2,104,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,1,2,18,207,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,1,6,13,174,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,4,19,234,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,3,21,177,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,3,5,23,300,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4,1,6,215,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,3,19,100,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,3,6,16,490,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,18,174,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,3,3,0,134,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,2,0,66,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,3,5,22,474,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,4,1,19,438,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,2,13,29,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2,1,4,59,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,0,18,416,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,4,4,206,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,2,13,155,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,1,4,4,86,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,4,6,9,387,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2,4,6,391,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,6,18,314,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,3,4,17,412,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,4,1,9,224,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,8,351,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,1,14,351,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,2,3,9,490,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,4,19,490,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,1,20,172,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,2,1,21,477,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,2,2,6,63,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,3,4,20,32,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,4,19,270,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3,5,16,408,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,4,19,193,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,4,19,47,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,1,3,17,12,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,3,13,394,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,0,17,351,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,3,1,17,466,0,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,2,2,96,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3,4,15,421,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2,3,21,7,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,2,4,11,90,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,4,1,18,178,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,2,4,8,6,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,4,3,14,245,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,3,12,230,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,6,10,355,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,2,2,3,38,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,3,3,15,382,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1,1,2,7,63,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,2,3,16,230,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,4,0,10,270,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,12,78,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,5,13,253,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,2,4,6,221,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,2,3,9,196,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,3,6,0,307,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,2,10,443,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,4,2,21,293,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,2,4,11,405,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,6,13,96,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,5,1,9,76,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,4,1,15,316,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,2,12,121,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,2,3,23,403,0,0,0,0,0,1,0,0,0,0,0,1,1
1,1,4,3,12,466,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,2,4,16,91,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,2,0,16,457,0,0,1,0,0,0,0,1,0,0,0,1,0
2,1,1,3,21,46,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,0,22,43,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,2,3,7,121,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,4,2,12,169,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,4,2,6,63,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,6,17,88,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,4,16,96,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,5,22,492,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,1,6,13,217,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,2,1,20,21,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,5,0,15,142,0,0,1,0,0,0,0,1,0,0,0,1,1
1,1,4,1,16,461,0,0,1,0,0,0,0,1,0,0,0,1,1
1,1,4,1,9,43,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,2,4,7,466,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,5,14,217,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,6,2,88,0,1,0,0,0,1,0,0,0,0,0,1,0
2,1,2,3,7,46,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,4,1,19,245,0,0,0,0,0,1,0,0,0,0,1,0,1
1,1,3,0,8,52,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,6,0,38,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,4,3,15,456,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,2,4,22,63,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,3,1,9,47,0,0,0,1,0,0,0,0,0,1,0,0,0
2,1,2,0,10,63,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,1,6,63,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,2,7,445,0,0,1,0,0,0,0,0,0,0,0,1,1
2,1,1,4,16,305,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,2,1,18,199,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,3,16,438,0,0,1,0,0,0,0,0,1,0,0,1,0
1,1,3,2,13,6,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,2,1,18,388,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,2,4,21,41,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,1,18,67,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,3,2,8,253,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,1,15,142,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,0,19,211,0,0,0,1,0,1,0,0,0,0,0,1,1
1,1,2,5,23,169,0,0,0,0,0,1,0,0,0,0,0,1,1
1,1,4,1,15,126,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,3,15,161,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,2,6,2,64,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,2,5,9,116,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,2,22,52,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,2,5,2,292,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,3,0,12,130,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,1,7,121,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,3,4,19,432,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,2,3,9,177,0,0,1,0,0,0,0,0,1,0,0,1,0
1,1,3,3,11,244,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,3,15,88,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,2,6,11,454,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,2,0,11,466,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,3,2,12,293,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,4,0,11,59,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,3,3,18,151,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,1,3,11,68,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,3,3,6,121,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,2,4,7,24,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,2,2,12,116,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,18,174,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,3,2,15,245,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,2,5,19,33,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,5,1,19,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,4,9,465,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,4,20,63,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,3,5,0,217,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,0,13,449,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,0,7,346,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,4,10,490,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,1,3,13,466,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,6,12,341,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1,4,6,13,63,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,4,3,20,212,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,4,5,13,488,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,4,4,9,67,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,4,4,10,87,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,4,5,13,196,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,4,4,18,217,0,1,0,0,0,1,0,0,0,0,0,1,1
2,1,4,3,17,33,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,4,6,21,111,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,4,5,17,426,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,4,17,486,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,4,5,9,291,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,5,12,351,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1,4,4,22,280,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,6,15,20,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,4,6,0,309,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,4,4,21,293,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,4,5,23,212,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,4,4,16,327,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,4,6,15,466,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,4,5,13,245,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,4,4,17,88,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,4,6,0,166,0,0,0,0,0,1,0,0,0,0,0,0,0
